시/도,구,단지명,URL,입주일자,세대수,최고가,최저가(22년이후),최저가(2개월이내),매물최저가,최저비율,매물개수,80%이하개수,전세매물최고,전세가율,전세매물최저,전세매물개수
서울특별시,동대문구,래미안엘리니티(소형),https://new.land.naver.com/complexes/133184,2022.09.,"1,048세대(기타임대 179세대 포함, 총16동)",12억5천,8억3천,0,12억,-4,12건,0건,6억8천,52,6억8천,1건
서울특별시,동대문구,이편한세상청계센트럴포레(소형),https://new.land.naver.com/complexes/133184,2021.11.,"823세대(기타임대 169세대 포함, 총8동)",12억5천,10억2천500,11억8천,11억4천,-8,26건,0건,7억3천,54,7억2천,6건
서울특별시,동대문구,래미안크레시티(소형),https://new.land.naver.com/complexes/103797,2013.04.,"2,397세대(기타임대 413세대 포함, 총31동)",13억5천200,8억5천,11억300,11억,-18,34건,0건,6억2천,45,5억7천,11건
서울특별시,동대문구,래미안위브(소형),https://new.land.naver.com/complexes/104202,2014.10.13.,"2,652세대(기타임대 453세대 포함, 총32동)",12억6천,8억5천,10억4천,10억7천,-15,21건,0건,6억5천,52,6억3천,2건
서울특별시,동대문구,래미안장안2차(국평),https://new.land.naver.com/complexes/8802,2007.06.28.,"1,786세대(24동)",11억5천,8억,9억5천800,9억3천,-19,33건,0건,6억5천,57,5억1천,11건
서울특별시,동작구,아크로리버하임(국평),https://new.land.naver.com/complexes/113292,2019.12.24.,"1,073세대(기타임대 162세대 포함, 총20동)",27억5천,18억2천,22억7천,21억,-23,42건,6건,13억,43,3억,15건
서울특별시,동작구,아크로리버하임(소형),https://new.land.naver.com/complexes/113292,2019.12.24.,"1,073세대(기타임대 162세대 포함, 총20동)",19억3천,15억,18억5천,18억5천,-4,5건,0건,9억5천,49,8억5천,4건
서울특별시,동작구,흑석한강센트레빌(국평),https://new.land.naver.com/complexes/100304,2011.09.16.,"655세대(기타임대 114세대 포함, 총10동)",18억5천,12억5천,17억7천400,17억,-8,16건,0건,9억7천,51,8억5천,11건
서울특별시,동작구,롯데캐슬에듀포레(국평),https://new.land.naver.com/complexes/112997,2018.11.29.,"545세대(기타임대 94세대 포함, 총7동)",19억5천500,15억3천,17억9천500,16억8천500,-13,16건,0건,9억8천,49,8억,8건
서울특별시,동작구,이수힐스테이트(국평),https://new.land.naver.com/complexes/104035,2013.02.19.,680세대(15동),15억5천,13억5천,0,16억,3,10건,0건,8억5천,46,8억5천,1건
서울특별시,동작구,e편한세상상도노빌리티(국평),https://new.land.naver.com/complexes/113097,2018.12.03.,"893세대(기타임대 5세대 포함, 총8동)",17억6천,12억9천500,16억,15억9천,-9,23건,0건,9억,49,8억8천,3건
서울특별시,동작구,롯데캐슬에듀포레(소형),https://new.land.naver.com/complexes/112997,2018.11.29.,"545세대(기타임대 94세대 포함, 총7동)",16억3천500,10억8천,16억,15억7천,-3,11건,0건,8억2천,50,7억5천,10건
서울특별시,동작구,흑석한강푸르지오(소형),https://new.land.naver.com/complexes/101496,2012.08.02.,"863세대(기타임대 147세대 포함, 총14동)",14억6천,12억1천,0,15억,2,1건,0건,,,,
서울특별시,동작구,상도역롯데캐슬파크엘(국평),https://new.land.naver.com/complexes/133962,2021.02.18.,950세대(13동),16억2천500,12억,16억,15억,-7,11건,0건,9억,51,8억,6건
서울특별시,동작구,흑석한강푸르지오(국평),https://new.land.naver.com/complexes/101496,2012.08.02.,"863세대(기타임대 147세대 포함, 총14동)",18억,12억,0,14억9천,-17,24건,0건,9억,49,8억2천,3건
서울특별시,동작구,힐스테이트 상도 센트럴파크(국평),https://new.land.naver.com/complexes/22491,2012.09.25.,"1,559세대(22동)",15억4천800,11억2천500,14억1천800,14억5천,-6,26건,0건,8억5천,50,7억9천,14건
서울특별시,동작구,힐스테이트 상도 프레스티지(국평),https://new.land.naver.com/complexes/22846,2013.08.14.,882세대(16동),15억9천700,10억8천,14억,14억2천,-11,23건,0건,8억5천,54,8억,6건
서울특별시,동작구,이수역리가(국평),https://new.land.naver.com/complexes/102715,2013.09.24.,452세대(8동),15억9천500,8억,13억4천,14억2천,-10,26건,0건,8억,52,7억5천,8건
서울특별시,동작구,e편한세상상도노빌리티(소형),https://new.land.naver.com/complexes/113097,2018.12.03.,"893세대(기타임대 5세대 포함, 총8동)",15억4천500,10억,13억6천,14억2천,-8,11건,0건,8억,50,7억5천,2건
서울특별시,동작구,이수힐스테이트(소형),https://new.land.naver.com/complexes/104035,2013.02.19.,680세대(15동),14억5천,10억5천,0,13억5천,-6,9건,0건,,,,
서울특별시,동작구,상도역롯데캐슬파크엘(소형),https://new.land.naver.com/complexes/133962,2021.02.18.,950세대(13동),14억5천800,9억8천500,13억5천500,13억,-10,28건,0건,7억9천,54,7억,10건
서울특별시,동작구,힐스테이트 상도 센트럴파크(소형),https://new.land.naver.com/complexes/22491,2012.09.25.,"1,559세대(22동)",14억3천,10억2천,12억7천500,13억,-9,8건,0건,7억,50,7억,3건
서울특별시,동작구,힐스테이트 상도 프레스티지(소형),https://new.land.naver.com/complexes/22846,2013.08.14.,882세대(16동),13억,11억1천,0,12억9천,-0,1건,0건,6억6천,51,6억6천,2건
서울특별시,마포구,마포프레스티지자이(국평),https://new.land.naver.com/complexes/121608,2021.12.30.,"1,694세대(기타임대 295세대 포함, 총18동)",22억9천,15억4천500,22억7천500,22억,-3,28건,0건,13억,52,11억5천,17건
서울특별시,마포구,래미안마포리버웰(국평),https://new.land.naver.com/complexes/104596,2015.02.27.,"563세대(기타임대 97세대 포함, 총9동)",23억3천,15억5천,21억3천,21억2천,-9,6건,0건,,,,
서울특별시,마포구,이편한세상마포리버파크(국평),https://new.land.naver.com/complexes/104596,2016.10.13.,"547세대(기타임대 93세대 포함, 총9동)",21억5천,16억8천,21억,20억6천,-4,5건,0건,12억,52,12억,4건
서울특별시,마포구,마포자이2차(국평),https://new.land.naver.com/complexes/103674,2014.03.06.,"558세대(민간임대 96세대 포함, 총6동)",18억3천500,14억7천,0,19억2천,4,9건,0건,12억,53,12억,1건
서울특별시,마포구,신촌숲아이파크(국평),https://new.land.naver.com/complexes/114335,2019.08.29.,"1,015세대(기타임대 98세대 포함, 총7동)",21억5천,13억5천,20억8천,19억,-11,28건,0건,12억,52,2억8천,8건
서울특별시,마포구,마포래미안푸르지오4단지(국평),https://new.land.naver.com/complexes/114335,2014.09.,"3,885세대(기타임대 661세대 포함, 총51동)",20억6천500,15억7천,18억,18억5천,-10,268건,0건,10억3천,43,9억,104건
서울특별시,마포구,마포그랑자이(2단지)(국평),https://new.land.naver.com/complexes/114542,2020.02.21.,"1,248세대(기타임대 216세대 포함, 총18동)",18억6천700,14억,17억8천,18억3천,-1,80건,0건,20억7천,61,2억7천,30건
서울특별시,마포구,한강밤섬자이(국평),https://new.land.naver.com/complexes/22776,2010.02.26.,488세대(7동),17억5천,15억,0,18억,2,1건,0건,,,,
서울특별시,마포구,래미안마포리버웰(소형),https://new.land.naver.com/complexes/104596,2015.02.27.,"563세대(기타임대 97세대 포함, 총9동)",16억,14억5천,0,18억,12,1건,0건,,,,
서울특별시,마포구,래미안공덕5차(국평),https://new.land.naver.com/complexes/100627,2011.08.25.,"794세대(기타임대 136세대 포함, 총9동)",17억9천500,13억6천,17억9천500,17억5천,-2,4건,0건,9억,49,9억,1건
서울특별시,마포구,래미안웰스트림(국평),https://new.land.naver.com/complexes/107438,2016.01.28.,"773세대(기타임대 132세대 포함, 총8동)",23억,15억5천,16억8천,17억,-26,21건,6건,12억,48,9억8천,11건
서울특별시,마포구,마포프레스티지자이(소형),https://new.land.naver.com/complexes/121608,2021.12.30.,"1,694세대(기타임대 295세대 포함, 총18동)",17억8천,11억9천,17억1천500,16억8천,-5,27건,0건,9억5천,51,9억,12건
서울특별시,마포구,이편한세상마포리버파크(소형),https://new.land.naver.com/complexes/121608,2016.10.13.,"547세대(기타임대 93세대 포함, 총9동)",17억9천,12억3천,16억9천,16억5천,-7,5건,0건,,,,
서울특별시,마포구,래미안밤섬리베뉴Ⅱ(국평),https://new.land.naver.com/complexes/121608,2014.10.17.,"530세대(기타임대 91세대 포함, 총8동)",17억2천,13억8천800,16억9천,16억,-6,17건,0건,10억5천,50,9억,3건
서울특별시,마포구,신촌숲아이파크(소형),https://new.land.naver.com/complexes/114335,2019.08.29.,"1,015세대(기타임대 98세대 포함, 총7동)",16억8천500,9억8천700,15억9천,16억,-5,14건,0건,,,,
서울특별시,마포구,마포그랑자이(2단지)(소형),https://new.land.naver.com/complexes/114542,2020.02.21.,"1,248세대(기타임대 216세대 포함, 총18동)",15억8천,11억7천,0,15억5천,-1,38건,0건,9억3천,39,7억9천,14건
서울특별시,마포구,마포래미안푸르지오4단지(소형),https://new.land.naver.com/complexes/114542,2014.09.,"3,885세대(기타임대 661세대 포함, 총51동)",17억,12억7천,16억,15억2천,-10,180건,0건,8억5천,50,7억3천,76건
서울특별시,마포구,래미안웰스트림(소형),https://new.land.naver.com/complexes/107438,2016.01.28.,"773세대(기타임대 132세대 포함, 총8동)",17억,12억8천,15억5천,14억3천,-15,13건,0건,8억5천,47,7억8천,2건
서울특별시,마포구,래미안공덕5차(소형),https://new.land.naver.com/complexes/100627,2011.08.25.,"794세대(기타임대 136세대 포함, 총9동)",14억9천,10억3천,14억1천500,14억,-6,7건,0건,7억8천,51,7억8천,2건
서울특별시,마포구,래미안밤섬리베뉴Ⅱ(소형),https://new.land.naver.com/complexes/100627,2014.10.17.,"530세대(기타임대 91세대 포함, 총8동)",14억4천,13억1천500,0,13억8천,-4,1건,0건,8억,58,8억,1건
서울특별시,서대문구,e편한세상신촌3단지(국평),https://new.land.naver.com/complexes/100627,2018.05.03.,"1,910세대(기타임대 326세대 포함, 총22동)",18억,14억4천500,0,15억8천,-12,288건,0건,10억5천,52,8억3천,96건
서울특별시,서대문구,힐스테이트신촌(국평),https://new.land.naver.com/complexes/122049,2023.06.07.,"1,226세대(기타임대 234세대 포함, 총15동)",15억8천,12억,0,15억8천,0,24건,0건,8억3천,44,2억5천,8건
서울특별시,서대문구,신촌푸르지오(국평),https://new.land.naver.com/complexes/104502,2015.10.23.,"940세대(기타임대 163세대 포함, 총16동)",17억500,11억5천,14억6천500,15억,-12,26건,0건,9억1천,51,7억8천,7건
서울특별시,서대문구,e편한세상신촌3단지(소형),https://new.land.naver.com/complexes/104502,2018.05.03.,"1,910세대(기타임대 326세대 포함, 총22동)",15억,11억7천,13억5천800,14억5천,-3,88건,0건,8억,48,6억9천,36건
서울특별시,서대문구,신촌푸르지오(소형),https://new.land.naver.com/complexes/104502,2015.10.23.,"940세대(기타임대 163세대 포함, 총16동)",14억5천,10억5천,13억1천500,12억5천,-13,8건,0건,7억2천,48,7억,2건
서울특별시,서대문구,힐스테이트신촌(소형),https://new.land.naver.com/complexes/122049,2023.06.07.,"1,226세대(기타임대 234세대 포함, 총15동)",13억7천700,8억9천999,10억9천,12억,-12,9건,0건,7억5천,54,7억5천,1건
서울특별시,서대문구,DMC파크뷰자이2단지(국평),https://new.land.naver.com/complexes/108064,2015.10.26.,"4,300세대(기타임대 750세대 포함, 총61동)",14억9천,10억5천500,12억4천,12억,-19,420건,0건,8억3천,54,7억,110건
서울특별시,서대문구,DMC래미안e편한세상(국평),https://new.land.naver.com/complexes/101160,2012.10.05.,"3,293세대(기타임대 629세대 포함, 총51동)",14억,9억4천200,11억6천500,11억3천,-19,62건,0건,7억8천,56,7억,10건
서울특별시,서대문구,DMC파크뷰자이2단지(소형),https://new.land.naver.com/complexes/108064,2015.10.26.,"4,300세대(기타임대 750세대 포함, 총61동)",12억5천500,9억,11억,10억5천,-16,105건,0건,6억4천,52,6억4천,10건
서울특별시,서대문구,DMC래미안e편한세상(소형),https://new.land.naver.com/complexes/101160,2012.10.05.,"3,293세대(기타임대 629세대 포함, 총51동)",11억5천,8억4천,10억3천,9억8천,-14,14건,0건,6억8천,62,6억,4건
서울특별시,서초구,아크로리버파크(국평),https://new.land.naver.com/complexes/107613,2016.08.30.,"1,612세대(장기전세 85세대 포함, 총15동)",54억8천,32억8천,42억8천,41억9천,-23,79건,2건,29억,50,15억5천,48건
서울특별시,서초구,래미안퍼스티지(국평),https://new.land.naver.com/complexes/23759,2009.07.14.,"2,444세대(장기전세 266세대 포함, 총28동)",44억,30억,41억,40억,-9,61건,0건,18억,38,16억,19건
서울특별시,서초구,반포센트럴자이(국평),https://new.land.naver.com/complexes/118947,2020.04.28.,"757세대(기타임대 53세대 포함, 총7동)",37억2천,28억,0,38억7천,4,27건,0건,18억,42,16억,28건
서울특별시,서초구,아크로리버뷰신반포(국평),https://new.land.naver.com/complexes/113295,2018.06.04.,595세대(5동),42억6천,30억,0,38억5천,-9,22건,0건,22억,44,14억5천,23건
서울특별시,서초구,반포힐스테이트(국평),https://new.land.naver.com/complexes/100512,2012.04.02.,397세대(5동),35억,29억,0,36억5천,4,11건,0건,17억,44,15억9천,6건
서울특별시,서초구,신반포자이(국평),https://new.land.naver.com/complexes/111703,2018.07.27.,"607세대(기타임대 71세대 포함, 총7동)",37억2천,27억,37억2천,36억,-3,33건,0건,17억,42,15억,28건
서울특별시,서초구,디에이치반포라클라스(국평),https://new.land.naver.com/complexes/125080,2021.06.04.,"848세대(기타임대 128세대 포함, 총6동)",34억,29억3천,0,36억,5,24건,0건,18억,43,17억5천,16건
서울특별시,서초구,아크로리버파크(소형),https://new.land.naver.com/complexes/107613,2016.08.30.,"1,612세대(장기전세 85세대 포함, 총15동)",36억5천,22억5천,0,35억9천,-1,25건,0건,15억,38,12억7천,27건
서울특별시,서초구,반포자이(국평),https://new.land.naver.com/complexes/22853,2009.03.13.,"3,410세대(장기전세 419세대 포함, 총44동)",41억,28억4천,39억9천,35억5천,-13,125건,0건,18억,38,14억5천,87건
서울특별시,서초구,반포래미안아이파크(국평),https://new.land.naver.com/complexes/112008,2018.08.31.,"829세대(기타임대 116세대 포함, 총11동)",35억500,25억2천,0,34억9천,-0,18건,0건,17억,45,15억,19건
서울특별시,서초구,반포리체(국평),https://new.land.naver.com/complexes/101887,2011.07.26.,"1,119세대(장기전세 43세대 포함, 총9동)",35억8천500,27억4천500,0,33억9천,-5,36건,0건,16억,42,14억4천,21건
서울특별시,서초구,서초그랑자이(국평),https://new.land.naver.com/complexes/126726,2021.06.,"1,446세대(기타임대 139세대 포함, 총9동)",34억2천,28억,33억,33억,-3,16건,0건,18억,51,15억9천,13건
서울특별시,서초구,래미안 리더스원(국평),https://new.land.naver.com/complexes/124311,2020.09.25.,"1,317세대(기타임대 166세대 포함, 총12동)",33억,26억,32억5천,32억,-3,23건,0건,17억,47,16억,11건
서울특별시,서초구,디에이치반포라클라스(소형),https://new.land.naver.com/complexes/125080,2021.06.04.,"848세대(기타임대 128세대 포함, 총6동)",27억,22억5천,0,31억5천,16,4건,0건,,,,
서울특별시,서초구,래미안퍼스티지(소형),https://new.land.naver.com/complexes/23759,2009.07.14.,"2,444세대(장기전세 266세대 포함, 총28동)",34억,22억5천,31억,31억,-8,42건,0건,15억,43,11억9천,21건
서울특별시,서초구,반포센트럴자이(소형),https://new.land.naver.com/complexes/118947,2020.04.28.,"757세대(기타임대 53세대 포함, 총7동)",26억4천,23억9천500,0,31억,17,4건,0건,13억,41,13억,1건
서울특별시,서초구,반포힐스테이트(소형),https://new.land.naver.com/complexes/100512,2012.04.02.,397세대(5동),28억,22억2천,0,30억9천,10,6건,0건,12억5천,39,12억5천,1건
서울특별시,서초구,서초푸르지오써밋(국평),https://new.land.naver.com/complexes/109119,2017.06.,"907세대(기타임대 63세대 포함, 총7동)",31억,24억6천,0,29억9천,-3,15건,0건,14억5천,44,14억4천,8건
서울특별시,서초구,래미안서초에스티지S(국평),https://new.land.naver.com/complexes/111665,2018.01.24.,"593세대(기타임대 91세대 포함, 총5동)",28억9천,23억5천,28억6천,29억4천,1,18건,0건,16억,47,14억5천,9건
